customer_id,first_name,last_name,email,phone,address,city,state,country,zip_code,date_of_birth,registration_date,row_hash
f105df96-a381-4cb9-ae87-b7947f4636ae,Bradley,Graham,michaeljones@example.net,895-814-8465x64823,946 Kevin Fords,Floydmouth,NH,US,58406,1973-01-04,2023-09-23T02:54:19.118517,e13990d6321dc189555464c343c58844
8210f3fa-03f2-470e-9c05-74c499a9f930,Thomas,Santana,donnacampbell@example.net,+1-395-913-4332x0037,936 Ross Drive Apt. 163,Port Susan,NC,US,61390,1948-04-26,2023-10-19T00:06:58.081530,848fb1e9fd017cb75ab80f69e043e757
e55d991b-e5d1-48e4-af0d-e6427f74546c,Melinda,Bryant,jcontreras@example.net,979-586-8727x74348,1434 Flores Plains Apt. 223,Bensonborough,CA,US,54878,1970-10-31,2023-11-26T21:35:14.968652,db4b7582db4d82a80bb9b400e62371cc
d6f89cfb-1600-4015-97f3-12ab8eb67f4d,Robert,Clark,xprice@example.net,001-509-967-0546x688,6706 Caldwell Union,Ramseymouth,PW,US,17229,2006-12-09,2024-10-13T09:32:51.534623,484edd5951e596e47e95d938dfd555a6
b0836154-2d86-4fd8-884c-27e339c687ee,Rebecca,Vargas,millerroy@example.com,(804)665-3755,1708 Zoe Keys Apt. 100,East Mary,RI,US,20474,1960-03-07,2024-10-04T02:20:57.105557,fe8e3354ed6e31166f8332a37cacd909
95d4e85d-20cd-4c8f-99d6-7cc363b60e3f,Danny,Gould,xlyons@example.com,(699)812-4190,319 Curtis Trail Suite 919,West Amandastad,CA,US,66818,1985-12-12,2024-07-29T17:43:06.140471,d261e03adfb375dddba21845ff2aa439
ff1582d7-4507-4bf2-8bb8-d010a8667b88,Robert,Henry,oyu@example.com,001-626-728-4987x769,47379 Rogers Park,Hunterborough,MI,US,34363,1966-08-06,2023-03-12T17:04:03.687849,c07f373343761321923d7c191f9da922
bad68cf4-118a-4f3e-82a7-6e96c8fdd165,Jacqueline,Hill,blackjames@example.org,001-567-683-7770x1436,8856 Bell Motorway Suite 443,Lake Jamesville,WA,US,70737,2005-01-21,2025-10-18T10:22:17.590267,b166b34434ba739015129fa690b2ff96
afaa1a11-8cf0-4818-a7a8-6931d7f7a34c,James,Rodgers,jenny89@example.com,434-635-2408,84271 Audrey Mountains,Alexanderburgh,AR,US,33593,2004-06-09,2025-03-24T01:46:29.224505,ddffd68b74ece0e1eaa17b630db1b0a7
b6cb341e-d4f4-4bd4-be50-b0ee8d9fe100,Lynn,Morales,rayglenda@example.org,(594)813-1869,4964 Chelsea Streets Apt. 334,East Johnside,CA,US,21018,1945-04-28,2024-08-03T07:19:43.526114,0257b0abf5fc9d0784882b776b0b2fdc
